name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender,debt_to_income,income_per_exp,credit_category,loan_to_points,income_bracket,gender_encoded
Shawn Tapia,North Ryan,50585,802,37551,39,75.0,True,Male,0.7423346841949194,1264.625,Excellent,494.0921052631579,40K-70K,1
Christopher Barnes,Christinashire,61439,540,42793,22,35.0,False,Male,0.6965119874997966,2671.2608695652175,Poor,1188.6944444444443,40K-70K,1
Mr. Christopher Evans,West Elizabeth,52782,801,42289,25,75.0,True,Male,0.8012011670645296,2030.076923076923,Excellent,556.4342105263158,40K-70K,1
Kimberly Phillips,North Sydney,102350,594,28498,28,65.0,True,Female,0.27843673668783586,3529.310344827586,Fair,431.7878787878788,100K-130K,0
Matthew Wilson,Huberville,39838,655,46676,25,40.0,False,Male,1.1716451629097846,1532.2307692307693,Fair,1138.439024390244,<40K,1
Patricia Webb,Burkebury,50517,329,20066,17,40.0,False,Female,0.3972128194469189,2806.5,Poor,489.4146341463415,40K-70K,0
Stacy Patton,New Kelseyview,30350,625,27950,25,40.0,False,Female,0.9209225700164745,1167.3076923076924,Fair,681.7073170731708,<40K,0
Jessica Green,West Toddbury,83545,647,42698,2,45.0,False,Female,0.511077862229936,27848.333333333332,Fair,928.2173913043479,70K-100K,0
Jason Armstrong,New Jamie,89048,412,41193,39,40.0,False,Male,0.46259320815739824,2226.2,Poor,1004.7073170731708,70K-100K,1
Larry Smith,Port Nicholasmouth,120357,661,37234,4,55.0,False,Male,0.30936297847237804,24071.4,Fair,664.8928571428571,100K-130K,1
Kelly Cox,East Mary,107832,705,48043,14,70.0,True,Female,0.4455356480451072,7188.8,Good,676.6619718309859,100K-130K,0
Christopher Brooks,Lewisbury,91592,313,3364,1,40.0,False,Male,0.03672809852388855,45796.0,Poor,82.04878048780488,70K-100K,1
Kelsey Mason,Williamsport,68175,608,2588,14,65.0,True,Female,0.03796112944627796,4545.0,Fair,39.21212121212121,40K-70K,0
Melissa Johnson,Port Kristenfurt,34278,434,49531,17,25.0,False,Female,1.444979287006243,1904.3333333333333,Poor,1905.0384615384614,<40K,0
Angela Wagner,Smithside,60340,455,7262,37,45.0,False,Female,0.12035134239310573,1587.8947368421052,Poor,157.8695652173913,40K-70K,0
Cheyenne Obrien,Kristenchester,67762,824,49724,1,60.0,True,Female,0.7338036067412415,33881.0,Excellent,815.1475409836065,40K-70K,0
Jimmy Garcia,Bennettchester,122662,395,15565,26,55.0,False,Male,0.1268934144233748,4543.037037037037,Poor,277.94642857142856,100K-130K,1
Karen Velez,South Andre,67056,808,48681,25,75.0,True,Female,0.7259753042233357,2579.076923076923,Excellent,640.5394736842105,40K-70K,0
Pamela Klein,Walkertown,122141,706,16211,28,80.0,True,Female,0.13272365544739276,4211.758620689655,Good,200.1358024691358,100K-130K,0
Justin Day,Douglasland,142670,397,37758,10,50.0,False,Male,0.26465269503048994,12970.0,Poor,740.3529411764706,130K+,1
Tom Watkins,East Richardfort,89510,835,48384,36,80.0,True,Male,0.5405429560942911,2419.189189189189,Excellent,597.3333333333334,70K-100K,1
Amy Snyder,Collinsmouth,39329,454,3392,20,40.0,False,Female,0.08624678990058227,1872.8095238095239,Poor,82.73170731707317,<40K,0
Linda Savage,Hannahside,120096,800,36755,31,90.0,True,Female,0.306046829203304,3753.0,Excellent,403.9010989010989,100K-130K,0
Matthew Morris,Robertsonland,60595,407,28898,4,25.0,False,Male,0.476904034986385,12119.0,Poor,1111.4615384615386,40K-70K,1
Peter Martin,East Jamesville,64675,339,28799,31,35.0,False,Male,0.44528797835330497,2021.09375,Poor,799.9722222222222,40K-70K,1
Robert Freeman,Rossport,133262,420,29539,18,55.0,False,Male,0.2216610886824451,7013.789473684211,Poor,527.4821428571429,130K+,1
Shirley Nelson,Christinastad,133710,469,10274,18,60.0,True,Female,0.07683793283972777,7037.368421052632,Poor,168.4262295081967,130K+,0
Christine Mendez,Aprilview,111927,783,31335,13,85.0,True,Female,0.2799592591599882,7994.785714285715,Excellent,364.36046511627904,100K-130K,0
Tammy Cortez,East Alice,107304,785,1643,20,95.0,True,Female,0.015311637963170059,5109.714285714285,Excellent,17.114583333333332,100K-130K,0
Chris Jones,West Jacquelineborough,116662,396,36240,29,50.0,False,Male,0.31064099706845416,3888.733333333333,Poor,710.5882352941177,100K-130K,1
Antonio Harrison,North Michael,135369,531,23607,40,55.0,False,Male,0.17439000066484941,3301.682926829268,Poor,421.55357142857144,130K+,1
Corey Mitchell,Silvaport,55928,676,41927,25,60.0,True,Male,0.7496602774996424,2151.076923076923,Good,687.327868852459,40K-70K,1
Kristina May,North Brittany,85723,405,48884,13,40.0,False,Female,0.5702553573720005,6123.071428571428,Poor,1192.2926829268292,70K-100K,0
Dennis Garcia,Riverashire,45043,583,49317,39,40.0,False,Male,1.0948871078746976,1126.075,Fair,1202.8536585365853,40K-70K,1
Kara Jackson,East Christopher,101376,450,10393,10,55.0,False,Female,0.10251933396464646,9216.0,Poor,185.58928571428572,100K-130K,0
Aaron Miller,East Williammouth,59466,735,44571,30,60.0,True,Male,0.7495207345373827,1918.258064516129,Good,730.672131147541,40K-70K,1
Jonathan Wilson,Bennettfurt,114886,785,24264,19,90.0,True,Male,0.21120066848876276,5744.3,Excellent,266.6373626373626,100K-130K,1
Emily Miller,East Sonia,49528,584,47618,9,35.0,False,Female,0.9614359554191568,4952.8,Fair,1322.7222222222222,40K-70K,0
Kristina Henry,Ginaside,149067,745,43735,22,85.0,True,Female,0.2933915621834477,6481.173913043478,Excellent,508.54651162790697,130K+,0
Sean Wyatt,Jessicaborough,64816,495,26064,23,35.0,False,Male,0.40212293260923226,2700.6666666666665,Poor,724.0,40K-70K,1
Joseph Smith,Markstad,138348,559,33951,0,40.0,False,Male,0.2454028970422413,138348.0,Poor,828.0731707317074,130K+,1
Amanda Hill,Sandersview,48643,580,41977,3,30.0,False,Female,0.8629607548876509,12160.75,Fair,1354.0967741935483,40K-70K,0
Samantha Roy,Osbornmouth,39359,802,12388,30,70.0,True,Female,0.3147437688965675,1269.6451612903227,Excellent,174.4788732394366,<40K,0
Maria Gardner,North Mikeberg,37816,481,9627,5,25.0,False,Female,0.254574783160567,6302.666666666667,Poor,370.2692307692308,<40K,0
Ryan Brown,West Connorside,51747,584,13725,39,55.0,False,Male,0.26523276711693433,1293.675,Fair,245.08928571428572,40K-70K,1
Faith Powers,Rachaelburgh,133891,675,34838,0,60.0,True,Female,0.260196727188534,133891.0,Good,571.1147540983607,130K+,0
Jennifer Monroe,North Jameshaven,70319,451,48772,17,35.0,False,Female,0.6935821044099034,3906.6111111111113,Poor,1354.7777777777778,70K-100K,0
Jeremy Hill,Lake William,107993,477,42635,0,35.0,False,Male,0.39479410702545537,107993.0,Poor,1184.3055555555557,100K-130K,1
Justin Wilson,Carrollland,128167,774,6777,7,90.0,True,Male,0.052876325419179665,16020.875,Excellent,74.47252747252747,100K-130K,1
Catherine Miller,Brittanytown,138034,473,1684,13,60.0,True,Female,0.0121998927800397,9859.57142857143,Poor,27.60655737704918,130K+,0
Julia Wiley,West Mary,104607,495,49982,8,40.0,False,Female,0.47780741250585523,11623.0,Poor,1219.0731707317073,100K-130K,0
James Mitchell,Donaldmouth,67828,723,15808,12,70.0,True,Male,0.2330600931768591,5217.538461538462,Good,222.64788732394365,40K-70K,1
Curtis Krause,Heidiview,87560,394,33105,22,45.0,False,Male,0.37808359981726813,3806.9565217391305,Poor,719.6739130434783,70K-100K,1
Hannah May,Gallegosburgh,46299,337,39353,24,25.0,False,Female,0.8499751614505713,1851.96,Poor,1513.576923076923,40K-70K,0
Keith Chaney,Reedport,91433,512,23425,32,45.0,False,Male,0.25619852788380565,2770.6969696969695,Poor,509.2391304347826,70K-100K,1
Natalie Adams,West Jeffery,120266,567,3060,7,55.0,False,Female,0.025443600019955766,15033.25,Poor,54.642857142857146,100K-130K,0
Lynn Alvarez,Willisstad,69857,686,44142,37,60.0,True,Female,0.6318908627625005,1838.342105263158,Good,723.639344262295,40K-70K,0
Erica Garcia,Mistytown,121715,462,28617,30,55.0,False,Female,0.23511481740130633,3926.2903225806454,Poor,511.01785714285717,100K-130K,0
Elizabeth Owens,Port Andrew,82757,767,39900,36,75.0,True,Female,0.4821344417994852,2236.675675675676,Excellent,525.0,70K-100K,0
Monica Wells,West Jennifer,65683,645,32624,25,50.0,False,Female,0.4966886408964268,2526.269230769231,Fair,639.6862745098039,40K-70K,0
Wesley Rich,South Ronaldview,95597,710,39867,1,50.0,False,Male,0.4170319152274653,47798.5,Good,781.7058823529412,70K-100K,1
Christopher Turner,New Karen,100776,433,44477,21,45.0,False,Male,0.4413451615463999,4580.727272727273,Poor,966.8913043478261,100K-130K,1
Amy Davis,Port Michael,94722,705,11835,29,75.0,True,Female,0.1249445746500285,3157.4,Good,155.72368421052633,70K-100K,0
Charles Andrade,Kyleburgh,87377,541,14324,27,50.0,False,Male,0.16393330052530986,3120.6071428571427,Poor,280.8627450980392,70K-100K,1
David Cohen,Adamburgh,40543,652,7547,30,50.0,False,Male,0.18614804035221863,1307.8387096774193,Fair,147.98039215686273,40K-70K,1
Jennifer Lewis,Barnettmouth,108385,548,7279,24,60.0,True,Female,0.06715873967799972,4335.4,Poor,119.32786885245902,100K-130K,0
Phillip Anderson,Rachaelchester,35224,703,36003,4,40.0,False,Male,1.022115602997956,7044.8,Good,878.1219512195122,<40K,1
Michael Cordova,East Nicoleburgh,146578,540,25191,23,55.0,False,Male,0.1718607157963678,6107.416666666667,Poor,449.8392857142857,130K+,1
Rodney Bishop,Melendezbury,86626,441,33764,12,45.0,False,Male,0.38976750629141366,6663.538461538462,Poor,734.0,70K-100K,1
Eric Davis,Valdezchester,126276,454,19675,19,55.0,False,Male,0.15580949665811397,6313.8,Poor,351.3392857142857,100K-130K,1
Roberto Johnson,Whitefurt,72247,829,7975,29,85.0,True,Male,0.11038520630614419,2408.233333333333,Excellent,92.73255813953489,70K-100K,1
Hannah Oconnor,Laratown,109129,464,21907,8,50.0,False,Female,0.20074407352765994,12125.444444444445,Poor,429.54901960784315,100K-130K,0
Janet Gibson,Valdezfurt,62816,732,4572,19,75.0,True,Female,0.0727840040753948,3140.8,Good,60.1578947368421,40K-70K,0
Patrick Wilson,Shawfort,33390,643,36063,23,40.0,False,Male,1.0800539083557952,1391.25,Fair,879.5853658536586,<40K,1
Christopher Coleman,Bergland,41970,453,1455,21,40.0,False,Male,0.03466761972837741,1907.7272727272727,Poor,35.48780487804878,40K-70K,1
Michelle Scott,Grahammouth,60005,588,3611,7,60.0,True,Female,0.06017831847346054,7500.625,Fair,59.19672131147541,40K-70K,0
Julia Williams,Johnnymouth,118381,603,2542,34,75.0,True,Female,0.021473040437232326,3382.3142857142857,Fair,33.44736842105263,100K-130K,0
Edward Butler,Nguyenton,139570,414,24412,2,45.0,False,Male,0.1749086479902558,46523.333333333336,Poor,530.695652173913,130K+,1
Jennifer Thompson,East Jessicafort,142789,741,19002,22,90.0,True,Female,0.1330774779569855,6208.217391304348,Excellent,208.8131868131868,130K+,0
Melissa Sanchez,Williamsmouth,105392,681,3509,9,80.0,True,Female,0.03329474722939123,10539.2,Good,43.32098765432099,100K-130K,0
Misty Burnett,South Williamland,106955,645,42729,19,65.0,True,Female,0.3995044644944135,5347.75,Fair,647.4090909090909,100K-130K,0
Alex Clements,Jenniferland,32719,743,8630,12,65.0,True,Male,0.2637611173935634,2516.846153846154,Excellent,130.75757575757575,<40K,1
Whitney Gilbert,Lake Lauren,130238,683,38574,30,75.0,True,Male,0.29618083815783414,4201.225806451613,Good,507.55263157894734,130K+,1
Timothy Hill,West Walter,118117,346,40624,25,50.0,False,Male,0.3439301709322113,4542.961538461538,Poor,796.5490196078431,100K-130K,1
Megan Nelson,Clarkchester,137665,432,19007,17,55.0,False,Female,0.1380670468165474,7648.055555555556,Poor,339.4107142857143,130K+,0
Richard Reid,East Jeffreymouth,65325,526,5176,39,50.0,False,Male,0.07923459624952162,1633.125,Poor,101.49019607843137,40K-70K,1
Michael Wilcox,Waltersmouth,105529,698,32169,35,75.0,True,Male,0.30483563759724813,2931.3611111111113,Good,423.2763157894737,100K-130K,1
Gilbert Reed,Hernandezfort,35273,515,35880,10,25.0,False,Male,1.0172086298301817,3206.6363636363635,Poor,1380.0,<40K,1
Dawn Johnson,Lake Tommystad,130022,385,14602,33,55.0,False,Female,0.11230407161864915,3824.176470588235,Poor,260.75,130K+,0
Edgar Stewart,Johnsonshire,129125,470,41911,22,50.0,False,Male,0.32457696030977734,5614.130434782609,Poor,821.7843137254902,100K-130K,1
Jennifer Hubbard,Angelafort,52962,540,25594,34,35.0,False,Female,0.4832521430459575,1513.2,Poor,710.9444444444445,40K-70K,0
Lawrence Atkinson,South Jefferyville,91669,596,12706,10,65.0,True,Male,0.13860738090303157,8333.545454545454,Fair,192.5151515151515,70K-100K,1
Victoria Werner,Bellborough,98021,728,40272,17,65.0,True,Female,0.4108507360667612,5445.611111111111,Good,610.1818181818181,70K-100K,0
Jack Garcia,Wayneside,115394,701,15752,25,80.0,True,Male,0.13650623082655944,4438.2307692307695,Good,194.46913580246914,100K-130K,1
John Mckenzie MD,South Keith,87963,845,22892,29,85.0,True,Male,0.2602457851596694,2932.1,Excellent,266.1860465116279,70K-100K,1
Melinda Garcia,Mccannchester,66458,493,42708,1,20.0,False,Female,0.6426314363959192,33229.0,Poor,2033.7142857142858,40K-70K,0
Brenda Harvey,New Ashleychester,53788,323,22300,39,35.0,False,Female,0.4145906150070648,1344.7,Poor,619.4444444444445,40K-70K,0
Keith Kennedy,West Andrewfurt,106720,823,13650,10,95.0,True,Male,0.1279047976011994,9701.818181818182,Excellent,142.1875,100K-130K,1
Nathan Allen,Gilesborough,87132,630,9693,18,65.0,True,Male,0.11124500757471423,4585.894736842105,Fair,146.86363636363637,70K-100K,1
Andre Lane,Sanchezmouth,113202,547,12591,29,55.0,False,Male,0.1112259500715535,3773.4,Poor,224.83928571428572,100K-130K,1
Ashley Munoz,Monicaburgh,136724,550,31291,4,45.0,False,Female,0.22886252596471723,27344.8,Poor,680.2391304347826,130K+,0
Andrew Rhodes,Atkinsland,94451,727,18041,34,75.0,True,Male,0.19100909466284105,2698.6,Good,237.3815789473684,70K-100K,1
Ricardo Holland,South Timothyton,41959,599,27109,2,30.0,False,Male,0.6460830811029815,13986.333333333334,Fair,874.483870967742,40K-70K,1
Mitchell Hunt,Pattersonville,91605,406,10567,16,50.0,False,Male,0.11535396539490203,5388.529411764706,Poor,207.19607843137254,70K-100K,1
Lauren Moody,West Robert,75607,647,10302,15,65.0,True,Female,0.136257224860132,4725.4375,Fair,156.0909090909091,70K-100K,0
Christine Davis,South Rachelfort,83523,550,18039,21,50.0,False,Female,0.21597643762795876,3796.5,Poor,353.70588235294116,70K-100K,0
Jeremy Cobb,Ashleyton,73687,443,10700,33,45.0,False,Male,0.14520878852443445,2167.264705882353,Poor,232.6086956521739,70K-100K,1
Daniel Wood,Jenniferport,72081,462,38200,40,35.0,False,Male,0.5299593512853595,1758.0731707317073,Poor,1061.111111111111,70K-100K,1
Micheal Nunez,Lake Linda,117835,431,10602,38,60.0,True,Male,0.08997326770484151,3021.4102564102564,Poor,173.80327868852459,100K-130K,1
James Walsh,Port Jasonport,43710,451,39288,0,10.0,False,Male,0.8988332189430336,43710.0,Poor,3571.6363636363635,40K-70K,1
Nathan Mcgee,Woodsburgh,142424,652,43195,9,60.0,True,Male,0.3032845587822277,14242.4,Fair,708.1147540983607,130K+,1
Kathryn Mills,Grimesfort,51079,473,35421,30,35.0,False,Female,0.6934552360069696,1647.7096774193549,Poor,983.9166666666666,40K-70K,0
Steven Smith,West Jeffreyborough,73228,529,10836,17,45.0,False,Male,0.14797618397334353,4068.222222222222,Poor,235.56521739130434,70K-100K,1
Monica Wilson,West Victor,83955,312,49906,33,40.0,False,Female,0.5944374962777679,2469.264705882353,Poor,1217.219512195122,70K-100K,0
Natalie Cox,South Conniemouth,120921,819,5403,17,100.0,True,Female,0.04468206514997395,6717.833333333333,Excellent,53.495049504950494,100K-130K,0
Kimberly Figueroa,Port Brianshire,94942,835,17251,15,90.0,True,Female,0.1817004065640075,5933.875,Excellent,189.57142857142858,70K-100K,0
Patrick Norris,East Hannah,67777,767,12628,2,70.0,True,Male,0.1863168921610576,22592.333333333332,Excellent,177.85915492957747,40K-70K,1
Deborah Ramirez,Lake Mariah,116846,365,9686,33,60.0,True,Female,0.08289543501703096,3436.6470588235293,Poor,158.78688524590163,100K-130K,0
Daniel Sanchez,Marshallside,82488,352,21896,40,45.0,False,Male,0.2654446707399864,2011.9024390243903,Poor,476.0,70K-100K,1
John Ramos,Gonzalezside,136635,520,40209,31,50.0,False,Male,0.29428038203974094,4269.84375,Poor,788.4117647058823,130K+,1
Adam Jordan,Lake Oliviaborough,129680,767,1032,16,95.0,True,Male,0.007958050586057988,7628.235294117647,Excellent,10.75,100K-130K,1
Lindsay Vasquez,West William,102102,826,19596,19,95.0,True,Female,0.19192572133748603,5105.1,Excellent,204.125,100K-130K,0
Joseph Peterson,Connieville,34809,486,32954,0,10.0,False,Male,0.9467091844063317,34809.0,Poor,2995.818181818182,<40K,1
William Ruiz,East Cameron,89614,742,45104,19,75.0,True,Male,0.5033142142968733,4480.7,Excellent,593.4736842105264,70K-100K,1
Scott Peterson,East Kimberly,41542,537,14973,19,30.0,False,Male,0.360430407780078,2077.1,Poor,483.0,40K-70K,1
Erica Moreno,Lake Kevinborough,71224,458,22218,10,40.0,False,Female,0.31194541165899137,6474.909090909091,Poor,541.9024390243902,70K-100K,0
James Jackson,New Elaine,63082,633,34847,30,50.0,False,Male,0.552407976918931,2034.9032258064517,Fair,683.2745098039215,40K-70K,1
Rachel Chan,Jeremyview,72372,783,20897,23,75.0,True,Female,0.2887442657381308,3015.5,Excellent,274.9605263157895,70K-100K,0
Gene Gomez,Shannonchester,45194,702,28336,0,35.0,False,Male,0.626985883081825,45194.0,Good,787.1111111111111,40K-70K,1
Jennifer Schmitt,Debbieberg,131259,767,18970,1,75.0,True,Female,0.1445234231557455,65629.5,Excellent,249.60526315789474,130K+,0
Christina Bates,Kennethstad,82976,324,22092,27,45.0,False,Female,0.2662456613960663,2963.4285714285716,Poor,480.2608695652174,70K-100K,0
Erika Castro,Port Jason,143365,815,29842,17,95.0,True,Female,0.20815401248561363,7964.722222222223,Excellent,310.8541666666667,130K+,0
David Nguyen,Davidshire,97449,781,4014,24,90.0,True,Male,0.04119077671397346,3897.96,Excellent,44.10989010989011,70K-100K,1
Susan Tucker,Valerieshire,138124,684,4887,6,80.0,True,Female,0.03538125162897107,19732.0,Good,60.333333333333336,130K+,0
Grant Medina,Mcleanville,30150,783,9800,4,55.0,False,Male,0.3250414593698176,6030.0,Excellent,175.0,<40K,1
Reginald Gutierrez,Port Edward,116200,606,38623,12,65.0,True,Male,0.33238382099827884,8938.461538461539,Fair,585.1969696969697,100K-130K,1
Jessica Murphy,Angelaport,143949,322,10205,4,50.0,False,Female,0.07089316355097985,28789.8,Poor,200.09803921568627,130K+,0
Melissa Stevenson,Rebeccamouth,101118,519,13067,20,55.0,False,Female,0.12922526157558495,4815.142857142857,Poor,233.33928571428572,100K-130K,0
Joel Cook,Jonathantown,90552,443,8811,26,55.0,False,Male,0.09730320699708454,3353.777777777778,Poor,157.33928571428572,70K-100K,1
Robert Yates,New Nathanielshire,84165,747,3102,32,90.0,True,Male,0.036856175369809306,2550.4545454545455,Excellent,34.08791208791209,70K-100K,1
Erin Ryan,Baileyland,37104,377,38047,5,20.0,False,Female,1.0254150495903407,6184.0,Poor,1811.7619047619048,<40K,0
Phyllis Schmidt,New Sandraborough,54586,374,45823,27,35.0,False,Female,0.8394643315135749,1949.5,Poor,1272.861111111111,40K-70K,0
Julie Preston,Lake Mark,97952,486,43456,36,40.0,False,Female,0.44364586736360667,2647.3513513513512,Poor,1059.9024390243903,70K-100K,0
Joseph Schwartz,Prestonfurt,77419,600,1416,39,70.0,True,Male,0.018290083829550885,1935.475,Fair,19.943661971830984,70K-100K,1
Alicia Perez,Hernandezbury,111609,634,35889,29,65.0,True,Female,0.32156008924011503,3720.3,Fair,543.7727272727273,100K-130K,0
Christina Underwood,Patriciashire,129148,456,13376,9,50.0,False,Female,0.10357109672623657,12914.8,Poor,262.27450980392155,100K-130K,0
Christopher Johnson,Port Davidstad,95338,370,22460,20,50.0,False,Male,0.23558287356562965,4539.9047619047615,Poor,440.3921568627451,70K-100K,1
